,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,label
11,"One order of mealworms, coming right up! <U+0001F354> #UBuffalo student team hopes their 'bug burger' could provide a… https://t.co/CDv75PuYi2",FALSE,7,NA,05/03/2019 15:34,TRUE,NA,1.12434E+18,NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",UBuffalo,2,FALSE,FALSE,NA,NA,0
12,#RBG is coming to #WNY! <U+2696><U+FE0F> We are pleased to announce that U.S. Supreme Court Justice Ruth Bader Ginsburg will visi… https://t.co/LgzFoJkuWi,FALSE,190,NA,05/02/2019 18:05,TRUE,NA,1.12401E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBuffalo,33,FALSE,FALSE,NA,NA,0
13,@IGOTsCHUpbach @ubalumni https://t.co/EdY0s1oRV7,FALSE,1,IGOTsCHUpbach,05/02/2019 17:34,FALSE,1.124E+18,1.124E+18,1135729890,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBuffalo,0,FALSE,FALSE,NA,NA,0
14,@mimih44857 <U+0001F499>,FALSE,0,mimih44857,05/02/2019 15:57,FALSE,1.12396E+18,1.12398E+18,924058902,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBuffalo,0,FALSE,FALSE,NA,NA,0
15,@ErinRowleyMLS @UBLibraries @UBGSE <U+0001F499>,FALSE,0,ErinRowleyMLS,05/02/2019 15:57,FALSE,1.12397E+18,1.12398E+18,331747503,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBuffalo,0,FALSE,FALSE,NA,NA,0
16,@KeepUpWhitMe <U+0001F499>,FALSE,1,KeepUpWhitMe,05/02/2019 15:57,FALSE,1.12397E+18,1.12398E+18,4651134378,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBuffalo,0,FALSE,FALSE,NA,NA,0
17,@UBSchoolofMGT @FoodBankofWNY @UBCommunity @UBMBAandMS @UBPMBA @UB_EMBA @UB_MgtAlumni <U+0001F499>,FALSE,2,UBSchoolofMGT,05/02/2019 13:42,FALSE,1.12394E+18,1.12395E+18,615288467,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBuffalo,0,FALSE,FALSE,NA,NA,0
18,@saefarq <U+0001F499>,FALSE,1,saefarq,05/02/2019 13:30,FALSE,1.12379E+18,1.12394E+18,23457580,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBuffalo,0,FALSE,FALSE,NA,NA,0
19,@UBhrGuru <U+0001F499>,FALSE,0,UBhrGuru,05/02/2019 13:11,FALSE,1.12378E+18,1.12394E+18,9.70912E+17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBuffalo,0,FALSE,FALSE,NA,NA,0
20,@theAJWilcox <U+0001F499>,FALSE,0,theAJWilcox,05/02/2019 13:03,FALSE,1.12393E+18,1.12394E+18,1454320392,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBuffalo,0,FALSE,FALSE,NA,NA,0
21,@LaVareJoe @UBAthletics <U+0001F499>,FALSE,0,LaVareJoe,05/01/2019 15:09,FALSE,1.12359E+18,1.12361E+18,612182065,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBuffalo,0,FALSE,FALSE,NA,NA,0
22,@LivoniaHS <U+0001F918><U+0001F918><U+0001F918><U+0001F918>,FALSE,1,LivoniaHS,05/01/2019 15:02,FALSE,1.1236E+18,1.1236E+18,2154920124,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBuffalo,0,FALSE,FALSE,NA,NA,0
23,Raising a <U+0001F942> to #UBClassOf2019! <U+0001F499> Less than 3<U+FE0F><U+20E3> weeks until commencement weekend at #UBuffalo <U+0001F389> https://t.co/1lEDJ8F6GS,FALSE,75,NA,05/01/2019 14:04,FALSE,NA,1.12359E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBuffalo,9,FALSE,FALSE,NA,NA,0
24,The countdown to commencement is on at #UBuffalo! <U+0001F393><U+0001F918> See the full #UBClassof2019 schedule of events:… https://t.co/Mm3s7l012T,FALSE,11,NA,04/30/2019 19:05,TRUE,NA,1.1233E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBuffalo,1,FALSE,FALSE,NA,NA,0
25,Achieving excellence <U+0001F3C5> #UBuffalo's 15th annual Celebration of Student Academic Excellence recognized students' outs… https://t.co/4JKrfdzYA8,FALSE,16,NA,04/29/2019 21:30,TRUE,NA,1.12298E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBuffalo,3,FALSE,FALSE,NA,NA,0
26,Doing the dishes has its benefits <U+0001F963> A new #UBuffalo study finds that even light physical activity can significantly… https://t.co/gHhVXzdk7U,FALSE,1,NA,04/26/2019 15:48,TRUE,NA,1.1218E+18,NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",UBuffalo,0,FALSE,FALSE,NA,NA,0
27,@Anastasiya_Kobr Congratulations!! <U+0001F918><U+0001F499>,FALSE,1,Anastasiya_Kobr,04/26/2019 2:11,FALSE,1.1216E+18,1.1216E+18,1.09354E+18,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBuffalo,0,FALSE,FALSE,NA,NA,0
28,@nepenthe______ @UBCommunity <U+0001F499><U+0001F499><U+0001F499>,FALSE,1,nepenthe______,04/24/2019 20:28,FALSE,1.12097E+18,1.12115E+18,1.09519E+18,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBuffalo,0,FALSE,FALSE,NA,NA,0
29,@Schenck_Tyler Hi Tyler - Do you mind sending us a DM so we can help connect you?,FALSE,0,Schenck_Tyler,04/24/2019 12:26,FALSE,1.12078E+18,1.12103E+18,427585537,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBuffalo,0,FALSE,FALSE,NA,NA,0
30,Zapping away bacteria <U+0001F9A0><U+26A1><U+FE0F>Electrical stimulation may help prevent #Infection after #JointReplacement surgery says… https://t.co/i6V04Se4u0,FALSE,9,NA,04/23/2019 19:43,TRUE,NA,1.12078E+18,NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",UBuffalo,0,FALSE,FALSE,NA,NA,0
31,Taking steps to go green is easier than you think. Here are some tips to embrace #EarthDay at #UBuffalo <U+0001F49A>… https://t.co/vHSNXDVxET,FALSE,28,NA,04/22/2019 21:16,TRUE,NA,1.12044E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBuffalo,3,FALSE,FALSE,NA,NA,0
32,@UBCampusDining @UBLittleBlue @UBBigBlue <U+0001F60B>,FALSE,1,UBCampusDining,04/12/2019 15:14,FALSE,1.11671E+18,1.11672E+18,31121092,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBuffalo,0,FALSE,FALSE,NA,NA,0
33,@haleyy_atkinss We're a big fan of Stella's <U+0001F60D><U+0001F499>,FALSE,1,haleyy_atkinss,04/12/2019 1:59,FALSE,1.11648E+18,1.11652E+18,534718836,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBuffalo,0,FALSE,FALSE,NA,NA,0
34,@IGOTsCHUpbach And we love Pippa!!<U+0001F60D><U+0001F499>,FALSE,4,IGOTsCHUpbach,04/11/2019 17:33,FALSE,1.11639E+18,1.11639E+18,1135729890,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBuffalo,0,FALSE,FALSE,NA,NA,0
35,@S_Maciejewski <U+0001F60D><U+0001F918><U+0001F3FC>,FALSE,0,S_Maciejewski,04/11/2019 16:53,FALSE,1.11638E+18,1.11638E+18,211859440,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBuffalo,0,FALSE,FALSE,NA,NA,0
36,Adora-bull!!<U+0001F60D><U+0001F499> Let's see how blue your pet is! Tweet us a photo of your favorite pet using #UBuffalo and we'll shar… https://t.co/xQJ33t93iA,FALSE,9,NA,04/11/2019 16:41,TRUE,NA,1.11638E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBuffalo,0,FALSE,FALSE,NA,NA,0
37,"More speed, less boom <U+0001F507>Creating a new class of aircraft that's quieter, less expensive, and significantly faster is… https://t.co/PZBJyRphkK",FALSE,2,NA,04/11/2019 16:12,TRUE,NA,1.11637E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBuffalo,1,FALSE,FALSE,NA,NA,0
38,Calling all seniors!<U+0001F389><U+0001F393> Grab the glue sticks and add some personality to your grad cap tomorrow at @UB_SA's Trick Ou… https://t.co/6yadbDab0Z,FALSE,17,NA,04/10/2019 20:28,TRUE,NA,1.11608E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBuffalo,3,FALSE,FALSE,NA,NA,0
39,"Setting the stage! #UBuffalo team representing the U.S. in ""the World Cup of theatre performance design"" is gearing… https://t.co/5hM8iZpNEz",FALSE,3,NA,04/10/2019 17:18,TRUE,NA,1.11603E+18,NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",UBuffalo,0,FALSE,FALSE,NA,NA,0
40,@August___West @ubalumni Adora-bull!! <U+0001F60D><U+0001F499>,FALSE,0,August___West,04/10/2019 15:13,FALSE,1.11573E+18,1.116E+18,3826498347,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBuffalo,0,FALSE,FALSE,NA,NA,0
41,"Minecraft or minefield? <U+0001F3AE> Violent video games alone do not lead to aggressive behavior, #UBuffalo researcher says,… https://t.co/WbHRX6l9KQ",FALSE,5,NA,04/09/2019 16:35,TRUE,NA,1.11565E+18,NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",UBuffalo,0,FALSE,FALSE,NA,NA,0
42,A wild way to learn! #WNY high school students took part in Science Exploration Day at #UBuffalo to see how science… https://t.co/tliziM8KEf,FALSE,9,NA,04/08/2019 21:23,TRUE,NA,1.11536E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBuffalo,0,FALSE,FALSE,NA,NA,0
43,One of the best. Traditions. Ever. <U+0001F3D0><U+0001F918> Take a look back at the muddy moments of #UBuffalo Oozefest 2019:… https://t.co/ZJytVTNtCx,FALSE,14,NA,05/06/2019 20:20,TRUE,NA,1.1255E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,4,FALSE,FALSE,NA,NA,0
44,Your Oozefest 2019 champions are... The Sheepherders! <U+0001F44F><U+0001F3D0> This is their 4 championship in 26 years! #UBuffalo https://t.co/fU2qS2DnwC,FALSE,31,NA,05/04/2019 20:49,FALSE,NA,1.12478E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,3,FALSE,FALSE,NA,NA,0
45,"Our 2019 costume contest winners with 30 year Oozefest veterans, Poached Trout! #UBuffalo https://t.co/tkUR3rIgGP",FALSE,12,NA,05/04/2019 16:50,FALSE,NA,1.12472E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,1,FALSE,FALSE,NA,NA,0
46,There’s no better way to blow off some steam before finals. <U+0001F4F8> See more from Oozefest on our Instagram.… https://t.co/0UuMr83LTW,FALSE,22,NA,05/04/2019 16:01,TRUE,NA,1.12471E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,3,FALSE,FALSE,NA,NA,0
47,@JillRexKuhn @UBuffalo <U+0001F918><U+0001F499>,FALSE,0,JillRexKuhn,05/04/2019 15:53,FALSE,1.1247E+18,1.1247E+18,731912382,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
48,Game on! <U+0001F3D0> The 35th Annual #UBuffalo Oozefest is underway! https://t.co/Y6T5eN5Cys,FALSE,26,NA,05/04/2019 13:09,FALSE,NA,1.12466E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,3,FALSE,FALSE,NA,NA,0
49,Huge shoutout to Getzville Fire for always making sure The Mud Pit is ready for the big day! <U+0001F44F> #UBuffalo https://t.co/6V6R3igDZZ,FALSE,13,NA,05/04/2019 2:25,FALSE,NA,1.1245E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
50,Yesterday we celebrated the accomplishments of the #UBClassOf2019! See more photos from Senior Brunch:… https://t.co/V3ByvRx6W1,FALSE,12,NA,05/02/2019 18:28,TRUE,NA,1.12402E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,2,FALSE,FALSE,NA,NA,0
51,Thanks to everyone in the #UBuffalo community who is participating in #UBGivingDay! <U+0001F499> Your generosity will positive… https://t.co/dbColNs3VI,FALSE,11,NA,05/01/2019 20:32,TRUE,NA,1.12369E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,4,FALSE,FALSE,NA,NA,0
52,"Cheers, #UBClassOf2019! <U+0001F942> Here’s to all of the hard work, lessons learned, experience gained and friendships forged… https://t.co/OCgBDIcEHT",FALSE,9,NA,05/01/2019 18:11,TRUE,NA,1.12365E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
53,Miss today’s Chill Out event? There are lots of ways we can still help. Learn to manage your stress or find someone… https://t.co/LJIkBa3gnD,FALSE,0,NA,04/30/2019 22:25,TRUE,NA,1.12335E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
54,Last Chance! <U+0001F3D0> Team up before #UBuffalo Oozefest registration closes on May 1st! https://t.co/o1bA1rIn0N https://t.co/esahk1eHBj,FALSE,6,NA,04/30/2019 21:00,FALSE,NA,1.12333E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBStudentExp,3,FALSE,FALSE,NA,NA,0
55,"@Barb405 @UBuffalo @UBHonors @UBCAS We're sorry to say that they will not. However, students in need of some puppy… https://t.co/CdLS0V1G8M",FALSE,1,Barb405,04/30/2019 19:10,TRUE,1.1233E+18,1.1233E+18,8.09299E+17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
56,Therapy <U+0001F436> Pups <U+0001F60D> Take the very best break today in SU 145 and snuggle some doggos! #UBuffalo https://t.co/IOtE3NlKDz,FALSE,63,NA,04/30/2019 16:01,FALSE,NA,1.12326E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,5,FALSE,FALSE,NA,NA,0
57,"Finals are a stressful time of year for everyone. Take a break to Chill Out TOMORROW (4/30), and learn healthy ways… https://t.co/bfy2Bm6AWu",FALSE,2,NA,04/29/2019 21:32,TRUE,NA,1.12298E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
58,Signs of Spring <U+0001F337><U+0001F33C> #UBuffalo https://t.co/AEXihuQ4pO,FALSE,29,NA,04/29/2019 18:08,FALSE,NA,1.12293E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,2,FALSE,FALSE,NA,NA,0
59,Know your status! Student Health Services and the PRIDE Center are offering FREE HIV testing to the #UBuffalo commu… https://t.co/rHSRHOm6w1,FALSE,0,NA,04/26/2019 14:41,TRUE,NA,1.12179E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
60,"#UBClassof2019: In addition to your commencement ceremony, you may also choose to participate in a #UBuffalo Recogn… https://t.co/0NihPGiwlX",FALSE,7,NA,04/25/2019 17:33,TRUE,NA,1.12147E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,1,FALSE,FALSE,NA,NA,0
61,Celebrate all the accomplishments and contributions that best exemplify the #UBuffalo spirit of academic achievemen… https://t.co/03w4Y6gHlo,FALSE,7,NA,04/24/2019 15:00,TRUE,NA,1.12107E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
62,Ready to get dirty and blow off some steam before finals? Teams wanted for Oozefest. <U+0001F3D0> https://t.co/o1bA1rIn0N… https://t.co/bn3E6VNE1E,FALSE,16,NA,04/24/2019 12:50,TRUE,NA,1.12103E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,1,FALSE,FALSE,NA,NA,0
63,"Stress is a normal reaction. Even if you can't avoid it, you can often lower your stress levels just by taking bett… https://t.co/0kYf1bBHpl",FALSE,5,NA,04/23/2019 14:00,TRUE,NA,1.12069E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
64,Planning to travel abroad? Make a travel medicine appointment with Health Services to talk through health concerns… https://t.co/kD0eNLK3T9,FALSE,1,NA,04/22/2019 21:00,TRUE,NA,1.12043E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
65,"#UBuffalo Grief Counseling Available:
- Student Union Room 145A-B through 7 pm today
- Students in crisis may also… https://t.co/V2xEXbIZ5D",FALSE,3,NA,04/18/2019 16:01,TRUE,NA,1.11891E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
66,"Heads up, #UBuffalo! The last day to resign classes is this Friday, April 19th! <U+0001F4C5> Talk to your advisor first, so yo… https://t.co/BJYP4Mvl8o",FALSE,2,NA,04/15/2019 14:28,TRUE,NA,1.1178E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,1,FALSE,FALSE,NA,NA,0
67,"From suspender-wearers and superheroes to big wheel bikers and attitude adjusters, #UBuffalo Oozefest is always ful… https://t.co/G2mb6V9mAA",FALSE,8,NA,04/11/2019 23:20,TRUE,NA,1.11648E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,2,FALSE,FALSE,NA,NA,0
68,Love to tweet? Is your Insta game on point? <U+0001F4F1>We’re hiring a creative &amp; outgoing student assistant to share what it… https://t.co/pxWe0BD8M8,FALSE,7,NA,04/11/2019 19:25,TRUE,NA,1.11642E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,1,FALSE,FALSE,NA,NA,0
69,"Congratulations, Cierra! <U+0001F64C>#UBhornsUP<U+0001F918> #UBuffalo https://t.co/dpv9uk70Di",FALSE,54,NA,04/11/2019 0:57,FALSE,NA,1.11614E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,3,FALSE,FALSE,NA,NA,0
70,"Take your ideas from concept to creation! <U+0001F4A1> Register for Buffalo Startup Weekend, April 26-28 and learn about innov… https://t.co/NcmOyWvoQH",FALSE,4,NA,04/10/2019 19:32,TRUE,NA,1.11606E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBStudentExp,1,FALSE,FALSE,NA,NA,0
71,"We've got a lot of visitors on campus today, #UBuffalo. Give yourself a few extra minutes to get where you need to… https://t.co/gdntLW8nOu",FALSE,9,NA,04/07/2019 13:36,TRUE,NA,1.11488E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
72,"@a_nicodemo The best one you can participate in, that is. <U+0001F60A>",FALSE,0,a_nicodemo,04/05/2019 15:32,FALSE,1.11419E+18,1.11419E+18,1872356892,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
73,"That Friday Feeling <U+0001F64C><U+0001F389> After you’re done jumping for joy, get your Oozefest teams together and registered this week… https://t.co/SwxRrT67px",FALSE,10,NA,04/05/2019 15:01,TRUE,NA,1.11418E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,1,FALSE,FALSE,NA,NA,0
74,"Learn how to meditate or simply enjoy a few calming, reflective hours to yourself at the Mindfulness Retreat next F… https://t.co/ShJ72ot9sg",FALSE,1,NA,04/04/2019 14:37,TRUE,NA,1.11381E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
75,Busses leave from Greiner and Goodyear for the Fashion Outlets of Niagara Falls at noon this Saturday. <U+0001F68C> Pick up yo… https://t.co/8OcYKinFTU,FALSE,1,NA,04/03/2019 17:54,TRUE,NA,1.1135E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
76,"If you've completed and tracked 500 hours on service using UBLinked, you are elegible to receive honor cords at gra… https://t.co/pgzNwhP0EG",FALSE,3,NA,04/03/2019 14:05,TRUE,NA,1.11344E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
77,"Snow or not, it’s food truck season <U+0001F60D><U+0001F44F> #UBuffalo https://t.co/R2gxEw4NXI",FALSE,26,NA,04/02/2019 17:52,FALSE,NA,1.11314E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,2,FALSE,FALSE,NA,NA,0
78,"Learn how to use yoga to create more vitality and balance at Universal Design Yoga! <U+0001F9D8> Safe, welcoming and comfortab… https://t.co/UhrfknYweA",FALSE,0,NA,04/02/2019 14:13,TRUE,NA,1.11308E+18,NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
79,Don’t let a dead battery or a flat tire leave you stranded. <U+0001F699><U+0001F926><U+0001F3FB><U+200D><U+2640><U+FE0F> Get going again thanks to @ubparking’s Motorist… https://t.co/MfJK9UJZBI,FALSE,1,NA,04/01/2019 20:35,TRUE,NA,1.11282E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
80,Go Trippin' next Saturday (4/6) and shop new spring styles at the Fashion Outlets of Niagara Falls! <U+0001F39F> Get your FREE… https://t.co/lTsxlHwPY6,FALSE,1,NA,03/28/2019 17:06,TRUE,NA,1.11131E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UBStudentExp,0,FALSE,FALSE,NA,NA,0
